show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,popularity_score
s915,Movie,Show Title 915,Director 15,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 4, 1996",1994,TV-PG,107 min,"Action, Documentary",A generic description of the show content.,86.8
s916,TV Show,Show Title 916,Director 16,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",South Korea,"January 21, 2002",2000,R,5 Season,Documentary,A generic description of the show content.,90.1
s917,Movie,Show Title 917,Director 17,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",South Korea,"January 28, 2000",1998,R,122 min,Romance,A generic description of the show content.,82.9
s918,Movie,Show Title 918,Director 18,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 19, 2020",2018,PG-13,128 min,"Romance, Sci-Fi, Comedy",A generic description of the show content.,100.0
s919,Movie,Show Title 919,Director 19,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 25, 1997",1997,TV-PG,119 min,Romance,A generic description of the show content.,83.4
s920,Movie,Show Title 920,Director 20,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 7, 2023",2021,PG-13,117 min,Comedy,A generic description of the show content.,100.0
s921,Movie,Show Title 921,Director 21,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 21, 2018",2018,TV-PG,174 min,"Comedy, Action",A generic description of the show content.,100.0
s922,TV Show,Show Title 922,Director 22,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 11, 2008",2008,TV-MA,1 Season,Sci-Fi,A generic description of the show content.,97.3
s923,Movie,Show Title 923,Director 23,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",South Korea,"January 17, 2006",2005,TV-MA,167 min,"Romance, Comedy, Documentary",A generic description of the show content.,86.5
s924,Movie,Show Title 924,Director 24,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 7, 2021",2021,PG-13,88 min,Drama,A generic description of the show content.,100.0
s925,Movie,Show Title 925,Director 25,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 6, 2005",2003,TV-MA,110 min,"Drama, Thriller, Romance",A generic description of the show content.,76.3
s926,Movie,Show Title 926,Director 26,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 9, 2006",2005,PG-13,118 min,"Documentary, Thriller",A generic description of the show content.,81.9
s927,TV Show,Show Title 927,Director 27,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 20, 2016",2014,R,3 Season,"Thriller, Sci-Fi",A generic description of the show content.,100.0
s928,TV Show,Show Title 928,Director 28,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 20, 2022",2020,TV-MA,1 Season,"Thriller, Drama",A generic description of the show content.,100.0
s929,Movie,Show Title 929,Director 29,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 18, 2016",2014,R,139 min,"Thriller, Action",A generic description of the show content.,100.0
s930,Movie,Show Title 930,Director 30,"Actor 0, Actor 1",United States,"January 1, 2022",2020,TV-14,105 min,Comedy,A generic description of the show content.,98.4
s931,Movie,Show Title 931,Director 31,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",South Korea,"January 21, 2017",2015,PG-13,175 min,"Thriller, Sci-Fi",A generic description of the show content.,100.0
s932,Movie,Show Title 932,Director 32,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 25, 1999",1997,TV-14,129 min,"Comedy, Sci-Fi, Thriller",A generic description of the show content.,63.0
s933,Movie,Show Title 933,Director 33,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 14, 2015",2013,TV-MA,169 min,Romance,A generic description of the show content.,83.5
s934,Movie,Show Title 934,Director 34,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 20, 2014",2013,TV-MA,160 min,"Romance, Drama, Comedy",A generic description of the show content.,100.0
s935,Movie,Show Title 935,Director 35,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 21, 2002",2000,R,81 min,Sci-Fi,A generic description of the show content.,71.0
s936,Movie,Show Title 936,Director 36,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 27, 1996",1995,TV-14,146 min,Thriller,A generic description of the show content.,60.3
s937,Movie,Show Title 937,Director 37,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 25, 2026",2024,PG-13,164 min,"Documentary, Action",A generic description of the show content.,100.0
s938,Movie,Show Title 938,Director 38,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 23, 2013",2012,PG-13,98 min,"Romance, Comedy",A generic description of the show content.,100.0
s939,TV Show,Show Title 939,Director 39,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",Japan,"January 17, 1991",1990,TV-14,2 Season,Sci-Fi,A generic description of the show content.,65.4
s940,TV Show,Show Title 940,Director 40,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 17, 2013",2013,R,3 Season,"Comedy, Sci-Fi, Thriller",A generic description of the show content.,84.7
s941,Movie,Show Title 941,Director 41,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 15, 2004",2002,TV-PG,87 min,"Comedy, Sci-Fi, Action",A generic description of the show content.,100.0
s942,Movie,Show Title 942,Director 42,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 9, 1995",1995,TV-14,117 min,Thriller,A generic description of the show content.,75.0
s943,Movie,Show Title 943,Director 43,"Actor 0, Actor 1",United States,"January 9, 2021",2021,TV-PG,166 min,Drama,A generic description of the show content.,100.0
s944,TV Show,Show Title 944,Director 44,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 25, 2004",2003,R,9 Season,Thriller,A generic description of the show content.,100.0
s945,Movie,Show Title 945,Director 45,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 27, 2017",2017,TV-14,123 min,"Romance, Action",A generic description of the show content.,100.0
s946,Movie,Show Title 946,Director 46,"Actor 0, Actor 1",United States,"January 15, 1995",1993,R,125 min,"Sci-Fi, Drama",A generic description of the show content.,53.2
s947,TV Show,Show Title 947,Director 47,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",Japan,"January 12, 1999",1998,TV-PG,1 Season,"Drama, Documentary, Action",A generic description of the show content.,75.1
s948,Movie,Show Title 948,Director 48,"Actor 0, Actor 1",Japan,"January 21, 2023",2022,PG-13,132 min,"Comedy, Drama, Action",A generic description of the show content.,100.0
s949,TV Show,Show Title 949,Director 49,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 12, 2019",2018,R,4 Season,"Thriller, Sci-Fi, Documentary",A generic description of the show content.,100.0
s950,TV Show,Show Title 950,Director 50,"Actor 0, Actor 1, Actor 2, Actor 3",Japan,"January 28, 1998",1996,TV-PG,7 Season,"Documentary, Comedy",A generic description of the show content.,69.6
s951,TV Show,Show Title 951,Director 51,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 27, 1994",1992,TV-PG,3 Season,"Sci-Fi, Drama",A generic description of the show content.,78.5
s952,TV Show,Show Title 952,Director 52,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 8, 2018",2018,TV-MA,2 Season,"Romance, Documentary",A generic description of the show content.,94.5
s953,TV Show,Show Title 953,Director 53,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 11, 1996",1995,TV-14,2 Season,"Romance, Drama",A generic description of the show content.,89.9
s954,Movie,Show Title 954,Director 54,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 18, 2022",2020,R,165 min,Romance,A generic description of the show content.,100.0
s955,Movie,Show Title 955,Director 55,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 23, 2006",2004,R,153 min,"Drama, Romance, Action",A generic description of the show content.,100.0
s956,Movie,Show Title 956,Director 56,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 10, 2017",2017,PG-13,109 min,Action,A generic description of the show content.,100.0
s957,Movie,Show Title 957,Director 57,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 5, 2003",2002,R,175 min,Documentary,A generic description of the show content.,91.6
s958,Movie,Show Title 958,Director 58,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 25, 1994",1993,TV-MA,155 min,"Comedy, Thriller, Romance",A generic description of the show content.,79.2
s959,Movie,Show Title 959,Director 59,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United Kingdom,"January 11, 2004",2004,TV-14,93 min,"Drama, Documentary",A generic description of the show content.,100.0
s960,TV Show,Show Title 960,Director 60,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 10, 2021",2019,PG-13,3 Season,"Action, Comedy, Drama",A generic description of the show content.,100.0
s961,Movie,Show Title 961,Director 61,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 23, 2021",2020,PG-13,160 min,Thriller,A generic description of the show content.,100.0
s962,TV Show,Show Title 962,Director 62,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 24, 2004",2003,TV-14,4 Season,"Romance, Drama, Comedy",A generic description of the show content.,99.5
s963,TV Show,Show Title 963,Director 63,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United Kingdom,"January 12, 2001",2000,R,1 Season,"Thriller, Action, Sci-Fi",A generic description of the show content.,100.0
s964,Movie,Show Title 964,Director 64,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 13, 2008",2008,TV-MA,169 min,Romance,A generic description of the show content.,100.0
s965,Movie,Show Title 965,Director 65,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 19, 1993",1993,R,170 min,"Thriller, Romance",A generic description of the show content.,81.9
s966,Movie,Show Title 966,Director 66,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 24, 2001",1999,PG-13,106 min,Sci-Fi,A generic description of the show content.,71.7
s967,Movie,Show Title 967,Director 67,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",Japan,"January 22, 1996",1996,PG-13,166 min,Thriller,A generic description of the show content.,98.0
s968,Movie,Show Title 968,Director 68,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",South Korea,"January 19, 2002",2001,TV-MA,86 min,Documentary,A generic description of the show content.,85.1
s969,Movie,Show Title 969,Director 69,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 10, 1994",1992,TV-PG,95 min,Thriller,A generic description of the show content.,61.7
s970,TV Show,Show Title 970,Director 70,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 9, 2016",2014,R,2 Season,"Sci-Fi, Romance",A generic description of the show content.,100.0
s971,Movie,Show Title 971,Director 71,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 8, 1995",1995,TV-PG,95 min,"Romance, Sci-Fi",A generic description of the show content.,75.7
s972,Movie,Show Title 972,Director 72,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 16, 2009",2007,R,168 min,"Drama, Documentary, Comedy",A generic description of the show content.,100.0
s973,Movie,Show Title 973,Director 73,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 27, 2012",2010,PG-13,88 min,"Sci-Fi, Documentary, Comedy",A generic description of the show content.,94.5
s974,Movie,Show Title 974,Director 74,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",Japan,"January 23, 2025",2023,PG-13,142 min,Documentary,A generic description of the show content.,100.0
s975,TV Show,Show Title 975,Director 75,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 15, 1998",1997,PG-13,3 Season,"Romance, Comedy, Drama",A generic description of the show content.,71.6
s976,Movie,Show Title 976,Director 76,"Actor 0, Actor 1, Actor 2",India,"January 17, 2001",2000,TV-14,91 min,"Action, Drama, Romance",A generic description of the show content.,76.5
s977,TV Show,Show Title 977,Director 77,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 22, 1992",1990,R,4 Season,"Drama, Documentary",A generic description of the show content.,47.8
s978,Movie,Show Title 978,Director 78,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",India,"January 7, 2012",2010,PG-13,146 min,"Documentary, Sci-Fi",A generic description of the show content.,89.2
s979,Movie,Show Title 979,Director 79,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 5, 1994",1992,TV-PG,104 min,Action,A generic description of the show content.,80.6
s980,Movie,Show Title 980,Director 80,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 9, 1999",1998,TV-MA,173 min,"Thriller, Drama, Documentary",A generic description of the show content.,91.9
s981,Movie,Show Title 981,Director 81,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 7, 2006",2006,TV-14,166 min,"Romance, Comedy",A generic description of the show content.,100.0
s982,TV Show,Show Title 982,Director 82,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 14, 2002",2002,TV-14,6 Season,"Romance, Sci-Fi, Documentary",A generic description of the show content.,71.3
s983,TV Show,Show Title 983,Director 83,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 4, 1993",1991,PG-13,10 Season,Drama,A generic description of the show content.,73.0
s984,Movie,Show Title 984,Director 84,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 25, 2012",2011,TV-MA,161 min,Action,A generic description of the show content.,100.0
s985,TV Show,Show Title 985,Director 85,"Actor 0, Actor 1, Actor 2",United States,"January 26, 1990",1990,TV-MA,2 Season,"Comedy, Thriller",A generic description of the show content.,49.4
s986,Movie,Show Title 986,Director 86,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 18, 2022",2021,TV-PG,92 min,"Action, Romance, Documentary",A generic description of the show content.,100.0
s987,Movie,Show Title 987,Director 87,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 18, 2012",2010,R,176 min,"Comedy, Action",A generic description of the show content.,100.0
s988,Movie,Show Title 988,Director 88,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 13, 1992",1990,TV-14,167 min,"Romance, Comedy, Sci-Fi",A generic description of the show content.,60.8
s989,Movie,Show Title 989,Director 89,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 23, 2014",2013,TV-MA,170 min,Romance,A generic description of the show content.,100.0
s990,Movie,Show Title 990,Director 90,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 23, 2019",2019,TV-14,144 min,"Action, Thriller",A generic description of the show content.,100.0
s991,Movie,Show Title 991,Director 91,"Actor 0, Actor 1, Actor 2",United States,"January 3, 2011",2009,TV-MA,132 min,"Sci-Fi, Drama",A generic description of the show content.,74.1
s992,TV Show,Show Title 992,Director 92,"Actor 0, Actor 1",United States,"January 14, 1995",1993,TV-PG,2 Season,"Action, Documentary, Thriller",A generic description of the show content.,66.0
s993,TV Show,Show Title 993,Director 93,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 1, 2023",2021,TV-MA,9 Season,"Romance, Documentary, Drama",A generic description of the show content.,100.0
s994,TV Show,Show Title 994,Director 94,"Actor 0, Actor 1",United Kingdom,"January 20, 2018",2017,TV-MA,9 Season,"Action, Comedy, Documentary",A generic description of the show content.,94.5
s995,Movie,Show Title 995,Director 95,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",Japan,"January 27, 2023",2023,TV-PG,108 min,Drama,A generic description of the show content.,100.0
s996,Movie,Show Title 996,Director 96,"Actor 0, Actor 1, Actor 2",United States,"January 11, 2023",2021,TV-MA,128 min,Action,A generic description of the show content.,100.0
s997,TV Show,Show Title 997,Director 97,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 7, 1997",1997,TV-PG,5 Season,"Thriller, Action",A generic description of the show content.,88.9
s998,Movie,Show Title 998,Director 98,"Actor 0, Actor 1",South Korea,"January 12, 2022",2022,TV-PG,84 min,"Documentary, Thriller",A generic description of the show content.,100.0
s999,Movie,Show Title 999,Director 99,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 12, 1996",1996,PG-13,80 min,"Romance, Comedy",A generic description of the show content.,85.7
s1000,Movie,Show Title 1000,Director 0,"Actor 0, Actor 1, Actor 2",United States,"January 16, 2023",2023,TV-MA,145 min,Thriller,A generic description of the show content.,100.0
s1001,TV Show,Show Title 1001,Director 1,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 6, 2022",2020,TV-14,7 Season,"Action, Sci-Fi",A generic description of the show content.,100.0
s1002,Movie,Show Title 1002,Director 2,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 1, 2019",2018,TV-MA,100 min,Action,A generic description of the show content.,100.0
s1003,Movie,Show Title 1003,Director 3,"Actor 0, Actor 1",United States,"January 6, 2000",1998,TV-MA,130 min,"Romance, Action",A generic description of the show content.,69.5
s1004,TV Show,Show Title 1004,Director 4,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",South Korea,"January 26, 2009",2007,TV-MA,2 Season,"Thriller, Documentary",A generic description of the show content.,100.0
s1005,Movie,Show Title 1005,Director 5,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 4, 2015",2015,TV-MA,144 min,"Romance, Thriller, Comedy",A generic description of the show content.,100.0
s1006,Movie,Show Title 1006,Director 6,"Actor 0, Actor 1",India,"January 14, 2006",2005,TV-14,86 min,"Sci-Fi, Action, Thriller",A generic description of the show content.,95.5
s1007,Movie,Show Title 1007,Director 7,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 8, 2018",2017,PG-13,111 min,"Comedy, Romance, Documentary",A generic description of the show content.,100.0
s1008,TV Show,Show Title 1008,Director 8,"Actor 0, Actor 1, Actor 2",South Korea,"January 23, 2007",2005,TV-PG,7 Season,Thriller,A generic description of the show content.,94.0
s1009,Movie,Show Title 1009,Director 9,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 2, 2000",1999,TV-MA,109 min,Comedy,A generic description of the show content.,79.1
s1010,TV Show,Show Title 1010,Director 10,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 17, 2003",2002,TV-MA,2 Season,Thriller,A generic description of the show content.,100.0
s1011,Movie,Show Title 1011,Director 11,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 4, 1994",1993,TV-14,145 min,"Romance, Drama",A generic description of the show content.,78.5
s1012,Movie,Show Title 1012,Director 12,"Actor 0, Actor 1",United States,"January 1, 2016",2016,TV-14,111 min,"Drama, Comedy",A generic description of the show content.,100.0
s1013,Movie,Show Title 1013,Director 13,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 12, 1997",1996,TV-14,135 min,Action,A generic description of the show content.,80.1
s1014,Movie,Show Title 1014,Director 14,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 20, 1999",1998,TV-MA,122 min,"Romance, Action",A generic description of the show content.,100.0
s1015,Movie,Show Title 1015,Director 15,"Actor 0, Actor 1, Actor 2",United States,"January 2, 2016",2014,TV-MA,91 min,Comedy,A generic description of the show content.,99.0
s1016,Movie,Show Title 1016,Director 16,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 25, 1996",1996,TV-PG,89 min,"Documentary, Action, Romance",A generic description of the show content.,80.5
s1017,TV Show,Show Title 1017,Director 17,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 12, 2003",2002,PG-13,7 Season,"Romance, Action, Documentary",A generic description of the show content.,87.2
s1018,TV Show,Show Title 1018,Director 18,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 23, 2016",2016,TV-14,9 Season,"Sci-Fi, Drama, Comedy",A generic description of the show content.,100.0
s1019,Movie,Show Title 1019,Director 19,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",India,"January 28, 2004",2002,PG-13,174 min,"Thriller, Romance",A generic description of the show content.,97.2
s1020,Movie,Show Title 1020,Director 20,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 7, 2014",2014,PG-13,151 min,"Thriller, Documentary",A generic description of the show content.,100.0
s1021,Movie,Show Title 1021,Director 21,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 9, 1991",1990,TV-MA,145 min,"Documentary, Romance",A generic description of the show content.,69.3
s1022,Movie,Show Title 1022,Director 22,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 8, 1998",1997,PG-13,101 min,Drama,A generic description of the show content.,90.3
s1023,Movie,Show Title 1023,Director 23,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",South Korea,"January 27, 2007",2007,TV-PG,97 min,"Sci-Fi, Drama",A generic description of the show content.,100.0
s1024,Movie,Show Title 1024,Director 24,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 9, 2015",2013,TV-MA,121 min,Romance,A generic description of the show content.,100.0
s1025,Movie,Show Title 1025,Director 25,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 24, 2011",2010,TV-MA,87 min,"Sci-Fi, Drama, Action",A generic description of the show content.,100.0
s1026,Movie,Show Title 1026,Director 26,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 7, 1997",1996,TV-MA,172 min,"Romance, Thriller, Action",A generic description of the show content.,89.4
s1027,Movie,Show Title 1027,Director 27,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 12, 2015",2015,R,99 min,"Comedy, Romance",A generic description of the show content.,100.0
s1028,Movie,Show Title 1028,Director 28,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 24, 2001",2001,TV-14,102 min,Documentary,A generic description of the show content.,95.6
s1029,Movie,Show Title 1029,Director 29,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 3, 2002",2001,TV-MA,130 min,"Documentary, Comedy, Drama",A generic description of the show content.,74.3
s1030,Movie,Show Title 1030,Director 30,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 13, 2016",2015,PG-13,92 min,"Documentary, Comedy, Drama",A generic description of the show content.,100.0
s1031,Movie,Show Title 1031,Director 31,"Actor 0, Actor 1, Actor 2",United States,"January 9, 1992",1992,TV-PG,96 min,Sci-Fi,A generic description of the show content.,47.3
s1032,Movie,Show Title 1032,Director 32,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",South Korea,"January 5, 1997",1996,TV-PG,149 min,"Sci-Fi, Action, Drama",A generic description of the show content.,83.0
s1033,TV Show,Show Title 1033,Director 33,"Actor 0, Actor 1",Japan,"January 18, 2011",2009,TV-14,6 Season,"Comedy, Sci-Fi",A generic description of the show content.,94.0
s1034,Movie,Show Title 1034,Director 34,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 5, 1992",1992,TV-MA,93 min,"Action, Drama, Documentary",A generic description of the show content.,74.2
s1035,Movie,Show Title 1035,Director 35,"Actor 0, Actor 1, Actor 2",India,"January 16, 1999",1999,PG-13,125 min,"Action, Comedy, Thriller",A generic description of the show content.,95.2
s1036,Movie,Show Title 1036,Director 36,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",South Korea,"January 4, 2009",2008,PG-13,125 min,Documentary,A generic description of the show content.,83.7
s1037,TV Show,Show Title 1037,Director 37,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 5, 2003",2001,TV-14,7 Season,"Action, Documentary, Comedy",A generic description of the show content.,77.9
s1038,Movie,Show Title 1038,Director 38,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 26, 1998",1996,PG-13,114 min,"Romance, Action",A generic description of the show content.,83.2
s1039,TV Show,Show Title 1039,Director 39,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",Japan,"January 24, 2000",1999,PG-13,3 Season,"Comedy, Thriller",A generic description of the show content.,97.0
s1040,Movie,Show Title 1040,Director 40,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 6, 2008",2007,TV-14,98 min,Action,A generic description of the show content.,100.0
s1041,Movie,Show Title 1041,Director 41,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 14, 2018",2016,R,157 min,"Action, Comedy, Romance",A generic description of the show content.,100.0
s1042,Movie,Show Title 1042,Director 42,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 17, 2026",2024,TV-MA,109 min,"Drama, Documentary",A generic description of the show content.,100.0
s1043,TV Show,Show Title 1043,Director 43,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 16, 1990",1990,PG-13,4 Season,Action,A generic description of the show content.,79.6
